Measurement time:; 02/08/2022 19:51:44;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 6 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 900 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;Dose relative (%)
0;0;146,5;154,53;224350,4;59,27;59,31370667
0;0;145,3;155,52;225780,6;59,67;59,6937013
0;0;144,1;156,2;226775,6;59,95;59,95470771
0;0;142,9;157,33;228408,5;60,35;60,38843895
0;0;141,7;157,96;229320,7;60,6;60,63025371
0;0;140,5;158,89;230671,7;60,99;60,98721836
0;0;139,3;159,83;232039;61,35;61,34802134
0;0;138,1;160,69;233284,1;61,68;61,67811768
0;0;136,9;161,61;234628,8;62,11;62,031244
0;0;135,6;162,59;236041,6;62,45;62,4074003
0;0;134,5;163,39;237208;62,78;62,71446666
0;0;133,3;164,34;238593,4;63,19;63,07910797
0;0;132;165,3;239975,3;63,48;63,44758761
0;0;130,8;166,34;241484,9;63,84;63,84677388
0;0;129,6;167,24;242803,4;64,17;64,19222354
0;0;128,4;168,09;244024,2;64,42;64,51848156
0;0;127,2;169,11;245517,4;65,02;64,90999117
0;0;126;170,12;246983,4;65,29;65,29766246
0;0;124,8;170,84;248023,3;65,55;65,57402219
0;0;123,6;171,84;249470,3;65,86;65,95785514
0;0;122,4;173,07;251257,4;66,49;66,42996968
0;0;121,2;173,91;252478,6;66,76;66,75238936
0;0;120;174,97;254016,8;67,24;67,15925229
0;0;118,8;175,81;255238,4;67,52;67,48167198
0;0;117,6;176,81;256693,7;67,88;67,86550493
0;0;116,4;177,66;257925,9;68,28;68,19176294
0;0;115,2;178,72;259468,6;68,64;68,59862588
0;0;114;179,6;260744,3;68,99;68,93639888
0;0;112,8;180,62;262226,7;69,41;69,32790849
0;0;111,6;181,67;263752;69,76;69,7309331
0;0;110,4;182,71;265253,6;70,09;70,13011937
0;0;109,2;183,64;266604,9;70,56;70,48708402
0;0;108;184,53;267896,8;70,88;70,82869535
0;0;106,8;185,55;269381,5;71,22;71,22020497
0;0;105,6;186,62;270926,1;71,61;71,63090623
0;0;104,4;187,7;272505,5;72,12;72,04544582
0;0;103,2;188,6;273812,2;72,4;72,39089548
0;0;102;189,58;275236;72,78;72,76705178
0;0;100,8;190,89;277127,5;73,21;73,26987295
0;0;99,6;191,94;278653,6;73,76;73,67289755
0;0;98,4;192,95;280116,1;74,15;74,06056884
0;0;97,2;193,8;281356,3;74,46;74,38682685
0;0;96;195,01;283118,7;74,81;74,85126473
0;0;94,8;195,97;284505;75,29;75,21974437
0;0;93,6;197,17;286245,7;75,65;75,68034391
0;0;92,4;198,31;287899,9;76,11;76,11791348
0;0;91,2;199,12;289081;76,47;76,42881818
0;0;90;200,45;291013,8;76,84;76,93931601
0;0;88,8;201,31;292255,4;77,25;77,26941235
0;0;87,5;202,61;294149;77,82;77,76839519
0;0;86,4;203,67;295682,8;78,11;78,17525813
0;0;85,1;204,8;297330,4;78,66;78,60898937
0;0;83,9;205,77;298734,9;79,13;78,98130734
0;0;82,7;206,86;300315;79,41;79,39968526
0;0;81,5;208,16;302200,5;79,84;79,8986681
0;0;80,3;209,05;303494,1;80,15;80,24027943
0;0;79,1;210,13;305062,6;80,66;80,65481902
0;0;77,9;211,54;307106,4;81,13;81,19602349
0;0;76,7;212,22;308101,7;81,51;81,4570299
0;0;75,5;213,59;310083,7;82,01;81,98288105
0;0;74,3;214,72;311721,8;82,42;82,41661229
0;0;73,1;215,89;313424,3;82,85;82,86569685
0;0;71,8;216,98;315009,4;83,27;83,28407477
0;0;70,7;218,17;316736,9;83,75;83,74083599
0;0;69,4;219,32;318404,5;84,12;84,18224389
0;0;68,2;220,49;320101,7;84,77;84,63132845
0;0;67;221,52;321605,1;85,05;85,02667639
0;0;65,8;222,93;323644,9;85,5;85,56788086
0;0;64,6;223,84;324961,4;85,89;85,91716885
0;0;63,4;225,06;326738;86,37;86,38544505
0;0;62,2;226,09;328231,9;86,92;86,780793
0;0;61;227,54;330342,4;87,27;87,33735078
0;0;59,8;228,45;331661;87,74;87,68663877
0;0;58,6;229,58;333298,6;88,14;88,12037001
0;0;57,4;231,01;335380,6;88,69;88,66925114
0;0;56,2;232,24;337168,7;89,28;89,14136568
0;0;55;233,37;338804;89,66;89,57509692
0;0;53,7;234,54;340504,1;90,13;90,02418148
0;0;52,6;235,76;342280,1;90,46;90,49245768
0;0;51,3;236,96;344022,1;91,03;90,95305723
0;0;50,1;238,23;345851,9;91,41;91,44052508
0;0;48,9;239,34;347474,9;91,92;91,86657966
0;0;47,7;240,43;349059,2;92,24;92,28495759
0;0;46,5;241,51;350626,3;92,74;92,69949718
0;0;45,3;243,07;352888,3;93,27;93,29827659
0;0;44,1;244,13;354429,8;93,66;93,70513952
0;0;42,9;245,26;356069,2;94,13;94,13887076
0;0;41,7;246,69;358145,6;94,78;94,68775189
0;0;40,5;247,7;359613,5;95,16;95,07542318
0;0;39,2;248,84;361259,5;95,4;95,51299275
0;0;38,1;250,35;363451,9;96,09;96,09258051
0;0;36,8;251,31;364848,6;96,61;96,46106015
0;0;35,6;252,52;366605,6;97,03;96,92549802
0;0;34,4;253,45;367953,6;97,36;97,28246267
0;0;33,2;254,75;369843,4;97,8;97,78144551
0;0;32;255,83;371415,7;98,24;98,19598511
0;0;30,8;256,74;372738,5;98,49;98,5452731
0;0;29,6;257,64;374041,4;98,83;98,89072276
0;0;28,4;258,31;375010,7;99,38;99,14789084
0;0;27,2;259,32;376479,7;99,65;99,53556212
0;0;26;259,86;377260,9;99,8;99,74283192
0;0;24,8;260,24;377806,8;99,95;99,88868844
0;0;23,6;260,53;378229,1;99,98;100
0;0;22,4;260,46;378126,5;99,9;99,97313169
0;0;21,2;260,43;378086,5;100;99,9616167
0;0;20;259,85;377248,8;99,71;99,73899359
0;0;18,7;258,54;375347,1;99,22;99,23617242
0;0;17,6;257,32;373575,6;98,79;98,76789621
0;0;16,4;255,21;370504,6;97,92;97,95800867
0;0;15,1;252,81;367020,5;97,01;97,03680958
0;0;13,9;249,37;362033,1;95,7;95,71642421
0;0;12,7;245,19;355965,1;94,13;94,11200246
0;0;11,5;239,88;348255,3;92,03;92,07384946
0;0;10,3;233,07;338360,5;89,47;89,45994703
0;0;9,1;224,98;326627,7;86,28;86,35473842
0;0;7,9;215,05;312205,8;82,46;82,54327717
0;0;6,7;202,52;294015,2;77,72;77,73385023
0;0;5,5;187,32;271954;71,98;71,8995893
0;0;4,3;168,12;244071,1;64,46;64,52999655
0;0;3,1;143,56;208423,3;55,08;55,10305915
0;0;1,9;117,4;170436;45,05;45,06198902
0;0;0,6;100,42;145794,3;38,55;38,54450543
0;0;-0,5;91,44;132752;35,1;35,09768549
;;;;;;
;;;;;;
Measurement time:; 02/08/2022 20:09:17;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 6 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 1000 mm;;;;;
Field size:; 50 x 50 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;
0;0;310;29,78;43230,2;18,71;18,34421584
0;0;309,1;28,85;41879,5;17,78;17,77134409
0;0;307,6;29,29;42521,9;18,05;18,04238019
0;0;306,5;29,39;42664,1;18,1;18,1039793
0;0;305,3;29,63;43023,3;18,31;18,25181717
0;0;304,1;29,74;43178,5;18,34;18,3195762
0;0;302,9;29,98;43518,4;18,51;18,46741407
0;0;301,7;30,1;43701,6;18,55;18,541333
0;0;300,5;30,45;44213,1;18,76;18,7569299
0;0;299,3;30,6;44418,8;18,81;18,84932857
0;0;298,1;30,71;44591,4;18,94;18,91708759
0;0;296,9;31,01;45021,9;19,11;19,10188493
0;0;295,7;31,23;45344;19,27;19,23740298
0;0;294,5;31,39;45568,4;19,32;19,33596156
0;0;293,3;31,57;45839,6;19,45;19,44683997
0;0;292,1;31,84;46222,1;19,64;19,61315757
0;0;290,9;32,28;46860,5;19,82;19,88419367
0;0;289,7;32,38;47010;20;19,94579278
0;0;288,5;32,67;47427,4;20,14;20,12443021
0;0;287,3;32,85;47689,8;20,25;20,23530861
0;0;286,1;33,03;47950,9;20,41;20,34618701
0;0;284,8;33,27;48294;20,5;20,49402489
0;0;283,6;33,59;48761,7;20,69;20,69114205
0;0;282,4;33,86;49158,3;20,89;20,85745965
0;0;281,3;34,11;49523,1;21,02;21,01145744
0;0;280;34,25;49725,8;21,08;21,09769619
0;0;278,8;34,52;50116,8;21,23;21,2640138
0;0;277,6;34,72;50401,9;21,36;21,38721202
0;0;276,4;34,94;50724,9;21,53;21,52273007
0;0;275,2;35,18;51067,1;21,66;21,67056794
0;0;274;35,57;51641,7;21,92;21,91080448
0;0;272,8;35,68;51801,8;21,98;21,97856351
0;0;271,6;35,97;52219,2;22,19;22,15720094
0;0;270,4;36,27;52654,4;22,32;22,34199828
0;0;269,2;36,52;53022;22,53;22,49599606
0;0;268;36,69;53260,9;22,65;22,60071455
0;0;266,8;36,99;53705,5;22,8;22,78551189
0;0;265,6;37,28;54118,8;23,01;22,96414932
0;0;264,4;37,52;54469,2;23,12;23,11198719
0;0;263,2;37,81;54897,7;23,25;23,29062462
0;0;262;37,91;55041,9;23,4;23,35222373
0;0;260,8;38,45;55815;23,72;23,68485894
0;0;259,6;38,62;56065,8;23,81;23,78957743
0;0;258,4;38,91;56483,9;24,01;23,96821486
0;0;257,2;39,18;56882,4;24,17;24,13453246
0;0;255,9;39,38;57164,4;24,25;24,25773069
0;0;254,8;39,72;57671;24,5;24,46716767
0;0;253,6;39,98;58044,8;24,65;24,62732537
0;0;252,4;40,27;58465,7;24,84;24,80596279
0;0;251,2;40,55;58870,4;24,96;24,97844031
0;0;249,9;40,91;59385,7;25,19;25,20019712
0;0;248,7;41,22;59842,3;25,46;25,39115437
0;0;247,5;41,49;60234,7;25,57;25,55747197
0;0;246,3;41,57;60346,9;25,63;25,60675126
0;0;245,1;42,01;60993,2;25,87;25,87778736
0;0;243,9;42,42;61588,1;26,22;26,13034372
0;0;242,7;42,62;61872,3;26,31;26,25354195
0;0;241,5;42,95;62347,5;26,43;26,45681902
0;0;240,3;43,3;62857,7;26,62;26,67241592
0;0;239,1;43,63;63334,4;26,89;26,87569299
0;0;237,9;43,81;63603,3;26,99;26,98657139
0;0;236,7;44,14;64081,6;27,16;27,18984847
0;0;235,5;44,65;64815,7;27,52;27,50400394
0;0;234,3;44,81;65049;27,61;27,60256252
0;0;233,1;45,22;65655,4;27,88;27,85511889
0;0;231,9;45,61;66220;28,07;28,09535543
0;0;230,7;45,83;66535,9;28,25;28,23087348
0;0;229,5;46,1;66928,5;28,46;28,39719108
0;0;228,3;46,51;67517,7;28,59;28,64974744
0;0;227,1;46,81;67960;28,79;28,83454478
0;0;225,9;47,13;68429,3;28,97;29,03166194
0;0;224,7;47,48;68933;29,31;29,24725884
0;0;223,5;47,91;69547,8;29,52;29,51213503
0;0;222,2;48,21;69987,8;29,65;29,69693236
0;0;221,1;48,58;70521,9;29,92;29,92484908
0;0;219,8;48,91;71000,9;30,16;30,12812615
0;0;218,7;49,22;71454,8;30,35;30,31908341
0;0;217,4;49,54;71926,6;30,5;30,51620057
0;0;216,2;49,9;72444,4;30,72;30,73795737
0;0;215,1;50,27;72984;31,03;30,96587409
0;0;213,8;50,77;73712,2;31,29;31,27386966
0;0;212,6;51,03;74081,4;31,42;31,43402735
0;0;211,4;51,43;74672,4;31,69;31,6804238
0;0;210,2;51,84;75257,9;31,96;31,93298017
0;0;209;52,12;75669;32,09;32,10545768
0;0;207,8;52,55;76287;32,41;32,37033387
0;0;206,6;52,83;76691,9;32,57;32,54281138
0;0;205,4;53,44;77588,1;32,98;32,91856597
0;0;204,2;53,75;78027,6;33,17;33,10952322
0;0;203;54,06;78488,6;33,31;33,30048047
0;0;201,8;54,5;79115,6;33,57;33,57151657
0;0;200,6;55,02;79875,7;33,95;33,89183196
0;0;199,4;55,26;80228,8;34,07;34,03966983
0;0;198,2;55,68;80830,1;34,26;34,2983861
0;0;197;56,09;81430,1;34,64;34,55094247
0;0;195,7;56,61;82188,8;34,88;34,87125785
0;0;194,6;56,94;82660,4;35,12;35,07453493
0;0;193,4;57,31;83207,7;35,28;35,30245164
0;0;192,2;57,78;83879,6;35,58;35,59196748
0;0;191;58,11;84370,5;35,86;35,79524455
0;0;189,8;58,55;85005,6;36,07;36,06628065
0;0;188,6;59,1;85797,5;36,36;36,40507577
0;0;187,3;59,55;86453,6;36,64;36,68227178
0;0;186,1;59,99;87098,7;36,96;36,95330787
0;0;185;60,39;87670,2;37,16;37,19970432
0;0;183,7;60,75;88199,9;37,47;37,42146113
0;0;182,6;61,21;88856,8;37,69;37,70481705
0;0;181,3;61,69;89559,2;37,91;38,00049279
0;0;180,1;62,26;90392,5;38,32;38,35160774
0;0;178,9;62,5;90739,3;38,42;38,49944561
0;0;177,7;62,98;91431,6;38,81;38,79512135
0;0;176,5;63,62;92366,2;39,14;39,18935567
0;0;175,3;63,94;92830,8;39,31;39,38647283
0;0;174,1;64,57;93748,7;39,71;39,77454725
0;0;172,9;65;94362,5;40,05;40,03942343
0;0;171,7;65,46;95031,5;40,36;40,32277935
0;0;170,5;65,9;95675,4;40,63;40,59381545
0;0;169,3;66,45;96467,3;40,9;40,93261057
0;0;168,1;66,87;97079,9;41,18;41,19132684
0;0;166,9;67,36;97794,1;41,47;41,4931625
0;0;165,7;67,76;98368,9;41,75;41,73955895
0;0;164,5;68,39;99284,7;42,1;42,12763336
0;0;163,3;68,87;99989,7;42,42;42,4233091
0;0;162,1;69,33;100652,9;42,72;42,70666502
0;0;160,9;69,75;101256,3;42,98;42,9653813
0;0;159,6;70,35;102135,9;43,36;43,33497598
0;0;158,5;70,97;103034,1;43,69;43,71689048
0;0;157,3;71,56;103882,8;44,13;44,08032524
0;0;156;71,98;104502,9;44,39;44,33904152
0;0;154,9;72,43;105147,2;44,72;44,61623753
0;0;153,6;73,12;106159,2;45;45,04127141
0;0;152,5;73,49;106686,5;45,39;45,26918812
0;0;151,3;74,08;107541,7;45,58;45,63262289
0;0;150;74,57;108261,8;45,92;45,93445854
0;0;148,8;75,3;109314,9;46,43;46,38413207
0;0;147,6;75,94;110243,1;46,74;46,77836639
0;0;146,4;76,26;110713,4;46,93;46,97548355
0;0;145,2;76,95;111717;47,41;47,40051743
0;0;144;77,38;112335,9;47,63;47,66539362
0;0;142,9;77,85;113024,2;47,94;47,95490945
0;0;141,6;78,61;114129;48,41;48,42306271
0;0;140,4;79,16;114925,9;48,74;48,76185783
0;0;139,2;79,86;115941;49,23;49,19305162
0;0;138;80,37;116678,8;49,53;49,5072071
0;0;136,8;80,87;117402,7;49,8;49,81520266
0;0;135,6;81,59;118450,8;50,16;50,25871627
0;0;134,4;82,22;119364,2;50,52;50,64679069
0;0;133,2;82,85;120274,3;50,96;51,0348651
0;0;132;83,31;120955,4;51,35;51,31822102
0;0;130,8;84,03;121996,3;51,7;51,76173463
0;0;129,6;84,6;122823,8;52,08;52,11284957
0;0;128,4;85,2;123696,6;52,51;52,48244425
0;0;127,2;85,83;124612,6;52,84;52,87051866
0;0;126;86,62;125750,4;53,29;53,35715166
0;0;124,8;87,19;126574;53,67;53,7082666
0;0;123,5;87,78;127436,6;54;54,07170137
0;0;122,4;88,32;128217,1;54,51;54,40433658
0;0;121,2;88,96;129154,5;54,91;54,7985709
0;0;120;89,69;130214,3;55,28;55,24824443
0;0;118,8;90,34;131156,9;55,65;55,64863866
0;0;117,5;90,89;131954,6;56,02;55,98743378
0;0;116,4;91,71;133147,3;56,58;56,49254651
0;0;115,1;92,37;134096,2;56,79;56,89910065
0;0;113,9;93,11;135175,7;57,37;57,35493409
0;0;112,8;93,7;136037,7;57,81;57,71836886
0;0;111,5;94,39;137038,7;58,14;58,14340274
0;0;110,3;95,11;138084;58,66;58,58691635
0;0;109,1;96,01;139387,5;59,17;59,14130837
0;0;107,9;96,48;140063,3;59,49;59,4308242
0;0;106,7;97,25;141186,5;59,97;59,90513737
0;0;105,5;97,91;142150,4;60,31;60,31169151
0;0;104,3;98,75;143364,1;60,76;60,82912406
0;0;103,1;99,63;144647,5;61,34;61,37119625
0;0;101,9;100,06;145267,2;61,68;61,63607244
0;0;100,7;100,76;146281,7;62,14;62,06726623
0;0;99,5;101,73;147693,4;62,67;62,66477763
0;0;98,3;102,3;148512,1;63,05;63,01589257
0;0;97,1;103,2;149829,4;63,55;63,57028459
0;0;95,9;104,13;151174,4;64,07;64,14315634
0;0;94,7;104,77;152106,9;64,53;64,53739066
0;0;93,5;105,55;153232,8;65,16;65,01786374
0;0;92,3;106,23;154219,3;65,52;65,43673771
0;0;91,1;107,13;155529,2;65,9;65,99112973
0;0;89,9;107,72;156385,1;66,19;66,35456449
0;0;88,7;108,26;157168,7;66,65;66,6871997
0;0;87,5;109,42;158853,3;67,37;67,40174941
0;0;86,3;110,05;159766,8;67,77;67,78982383
0;0;85;110,94;161062,1;68,3;68,33805593
0;0;83,9;111,63;162068;68,89;68,76308981
0;0;82,6;112,49;163318;69,2;69,29284218
0;0;81,4;113,38;164603,3;69,75;69,84107429
0;0;80,2;114,48;166202,4;70,5;70,51866453
0;0;79;115,25;167316,9;71,03;70,9929777
0;0;77,8;116,09;168541;71,44;71,51041025
0;0;76,6;116,67;169384,9;71,87;71,86768511
0;0;75,4;117,76;170966,6;72,63;72,53911544
0;0;74,2;118,42;171919,2;73,03;72,94566958
0;0;73;119,3;173196,5;73,43;73,48774178
0;0;71,8;120,17;174467,6;74,09;74,02365406
0;0;70,6;121,18;175924,1;74,63;74,6458051
0;0;69,3;121,99;177109,8;75,11;75,14475792
0;0;68,1;122,86;178369,1;75,63;75,6806702
0;0;66,9;123,78;179708,3;76,1;76,24738204
0;0;65,7;124,62;180927,6;76,77;76,76481459
0;0;64,5;125,44;182114,6;77,23;77,26992731
0;0;63,3;126,34;183425,4;77,73;77,82431933
0;0;62,1;126,96;184317,8;78,11;78,20623383
0;0;60,9;128,13;186012;78,92;78,92694345
0;0;59,7;128,79;186975,8;79,37;79,3334976
0;0;58,5;129,77;188399,5;80,02;79,9371689
0;0;57,3;130,82;189921,4;80,44;80,58395959
0;0;56,1;131,9;191485,6;81,24;81,24923001
0;0;54,8;132,61;192524,4;81,73;81,68658371
0;0;53,7;133,57;193922;82,2;82,2779352
0;0;52,4;134,54;195317,9;82,85;82,87544659
0;0;51,2;135,51;196726,7;83,25;83,47295799
0;0;50;136,31;197891;84,1;83,96575089
0;0;48,8;137,3;199324,8;84,57;84,57558211
0;0;47,6;138,25;200713,4;85,15;85,16077368
0;0;46,4;139,31;202243,9;85,88;85,81372428
0;0;45,2;139,97;203202;86,25;86,22027843
0;0;44;141,06;204791,7;86,74;86,89170876
0;0;42,8;142,19;206425,4;87,46;87,58777874
0;0;41,6;142,99;207591,7;88,06;88,08057164
0;0;40,4;144,01;209077,1;88,66;88,70888259
0;0;39,1;145,02;210543,9;89,47;89,33103363
0;0;38;145,92;211849,2;89,86;89,88542565
0;0;36,7;147,19;213685,9;90,61;90,66773438
0;0;35,5;147,97;214813,6;91,13;91,14820747
0;0;34,3;148,8;216027,1;91,82;91,6594801
0;0;33,1;149,92;217657,2;92,18;92,34939017
0;0;31,9;150,6;218639,2;92,62;92,76826414
0;0;30,7;151,67;220198,5;93,5;93,42737465
0;0;29,5;152,51;221412;94,17;93,94480719
0;0;28,3;153,48;222821,9;94,62;94,54231859
0;0;27,1;154,72;224620;95,27;95,30614759
0;0;25,9;155,22;225347,9;95,64;95,61414316
0;0;24,7;156,54;227262,3;96,33;96,42725145
0;0;23,5;157,4;228516,8;96,88;96,95700382
0;0;22,3;158,45;230036,8;97,64;97,60379451
0;0;21;159,16;231067,5;98,13;98,04114821
0;0;19,9;160,06;232378;98,57;98,59554022
0;0;18,6;160,73;233350,4;98,91;99,00825428
0;0;17,4;161,31;234185,7;99,34;99,36552914
0;0;16,2;162,05;235257,6;99,64;99,82136257
0;0;15;162,11;235344;100;99,85832204
0;0;13,8;162,34;235683;99,74;100
0;0;12,6;161,98;235156,1;99,83;99,77824319
0;0;11,4;161;233739,5;98,95;99,17457189
0;0;10,2;159,39;231402,5;98,23;98,18282617
0;0;9;157,02;227962,5;96,52;96,72292719
0;0;7,8;153,16;222362,6;94,42;94,34520143
0;0;6,6;147,68;214400,2;91,04;90,96957004
0;0;5,4;139,99;203240,6;86,23;86,23259825
0;0;4,2;129,36;187799,6;79,6;79,68461254
0;0;3;112,48;163299,6;69,43;69,28668227
0;0;1,8;94,95;137843,9;58,54;58,48835777
0;0;0,5;82,19;119327,1;50,67;50,62831095
0;0;-0,5;76,03;110382,9;46,77;46,83380559
